"Província"|"Regió_Sanitària"|"Comarca"|"Municipi"|"Donacions_2013"|"Sessions_2013"|"Donacions_2012"|"Sessions_2012"
"G"|"GIRONA"|"Baix Empordà"|"Palau-sator"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Pals"|"43"|"2"|"47"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Parlavà"|"66"|"2"|"68"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Pera, la"|"25"|"2"|"27"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Regencós"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Rupià"|"0"|"0"|"13"|"1"
"G"|"GIRONA"|"Baix Empordà"|"Sant Feliu de Guíxols"|"556"|"9"|"777"|"9"
"G"|"GIRONA"|"Baix Empordà"|"Santa Cristina d'Aro"|"137"|"3"|"158"|"3"
"G"|"GIRONA"|"Baix Empordà"|"Serra de Daró"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Tallada d'Empordà, la"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Torrent"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Torroella de Montgrí"|"455"|"8"|"760"|"8"
"G"|"GIRONA"|"Baix Empordà"|"Ullà"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Ultramort"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Vall-llobrega"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Verges"|"66"|"2"|"115"|"3"
"G"|"GIRONA"|"Baix Empordà"|"Vilopriu"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Baix Llobregat"|"Abrera"|"314"|"10"|"314"|"12"
"B"|"BARCELONA"|"Baix Llobregat"|"Begues"|"119"|"3"|"132"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Castelldefels"|"579"|"20"|"773"|"26"
"B"|"BARCELONA"|"Baix Llobregat"|"Castellví de Rosanes"|"50"|"2"|"43"|"2"
"B"|"BARCELONA"|"Baix Llobregat"|"Cervelló"|"176"|"5"|"163"|"5"
"B"|"BARCELONA"|"Baix Llobregat"|"Collbató"|"57"|"2"|"87"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Corbera de Llobregat"|"243"|"5"|"226"|"7"
"B"|"BARCELONA"|"Baix Llobregat"|"Cornellà de Llobregat"|"782"|"30"|"1047"|"41"
"B"|"BARCELONA"|"Baix Llobregat"|"Esparreguera"|"396"|"8"|"429"|"9"
"B"|"BARCELONA"|"Baix Llobregat"|"Esplugues de Llobregat"|"505"|"16"|"557"|"22"
"B"|"BARCELONA"|"Baix Llobregat"|"Gavà"|"469"|"17"|"707"|"21"
"B"|"BARCELONA"|"Baix Llobregat"|"Martorell"|"1001"|"19"|"988"|"31"
"B"|"BARCELONA"|"Baix Llobregat"|"Molins de Rei"|"473"|"9"|"521"|"13"
"B"|"BARCELONA"|"Baix Llobregat"|"Olesa de Montserrat"|"675"|"11"|"511"|"11"
"B"|"BARCELONA"|"Baix Llobregat"|"Pallejà"|"166"|"4"|"161"|"4"
"B"|"BARCELONA"|"Baix Llobregat"|"Palma de Cervelló, la"|"40"|"2"|"74"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Papiol, el"|"73"|"3"|"76"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Prat de Llobregat, el"|"1160"|"39"|"1292"|"46"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Andreu de la Barca"|"480"|"12"|"534"|"15"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Boi de Llobregat"|"1082"|"35"|"1207"|"45"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Climent de Llobregat"|"82"|"3"|"70"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Esteve Sesrovires"|"130"|"4"|"177"|"5"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Feliu de Llobregat"|"527"|"17"|"567"|"21"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Joan Despí"|"1896"|"21"|"1686"|"20"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Just Desvern"|"214"|"5"|"169"|"4"
"B"|"BARCELONA"|"Baix Llobregat"|"Sant Vicenç dels Horts"|"555"|"12"|"537"|"12"
"B"|"BARCELONA"|"Baix Llobregat"|"Santa Coloma de Cervelló"|"108"|"3"|"88"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Torrelles de Llobregat"|"84"|"3"|"97"|"3"
"B"|"BARCELONA"|"Baix Llobregat"|"Vallirana"|"170"|"5"|"234"|"8"
"B"|"BARCELONA"|"Baix Llobregat"|"Viladecans"|"606"|"19"|"777"|"19"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Albinyana"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Arboç, l'"|"175"|"4"|"218"|"4"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Banyeres del Penedès"|"106"|"4"|"130"|"5"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Bellvei"|"53"|"2"|"57"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Bisbal del Penedès, la"|"54"|"2"|"63"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Bonastre"|"18"|"1"|"20"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Calafell"|"208"|"6"|"368"|"14"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Cunit"|"103"|"3"|"136"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Llorenç del Penedès"|"133"|"3"|"144"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Masllorenç"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Montmell, el"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Sant Jaume dels Domenys"|"72"|"3"|"95"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Santa Oliva"|"20"|"1"|"58"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Penedès"|"Vendrell, el"|"749"|"19"|"757"|"21"
"B"|"BARCELONA"|"Barcelonès"|"Badalona"|"9411"|"47"|"11470"|"58"
"B"|"BARCELONA"|"Barcelonès"|"Barcelona"|"66266"|"790"|"68658"|"935"
"B"|"BARCELONA"|"Barcelonès"|"Hospitalet de Llobregat, l'"|"14221"|"84"|"16162"|"98"
"B"|"BARCELONA"|"Barcelonès"|"Sant Adrià de Besòs"|"362"|"14"|"505"|"20"
"B"|"BARCELONA"|"Barcelonès"|"Santa Coloma de Gramenet"|"1151"|"28"|"784"|"31"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Avià"|"53"|"3"|"73"|"3"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Bagà"|"35"|"1"|"24"|"1"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Berga"|"525"|"11"|"723"|"14"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Borredà"|"84"|"3"|"52"|"2"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Capolat"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Casserres"|"75"|"3"|"72"|"3"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Castell de l'Areny"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Castellar de n'Hug"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Castellar del Riu"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Cercs"|"47"|"2"|"12"|"1"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Espunyola, l'"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Fígols"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Gironella"|"135"|"5"|"140"|"6"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Gisclareny"|"0"|"0"|"0"|"0"
"L"|"CATALUNYA CENTRAL"|"Berguedà"|"Gósol"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Guardiola de Berguedà"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Montclar"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Montmajor"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Nou de Berguedà, la"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Olvan"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Pobla de Lillet, la"|"59"|"3"|"69"|"3"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Puig-reig"|"112"|"4"|"90"|"3"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Quar, la"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Sagàs"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Saldes"|"0"|"0"|"16"|"1"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Sant Jaume de Frontanyà"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Sant Julià de Cerdanyola"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Santa Maria de Merlès"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Vallcebre"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Vilada"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Berguedà"|"Viver i Serrateix"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Alp"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Bellver de Cerdanya"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Bolvir"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Das"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Fontanals de Cerdanya"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Ger"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Guils de Cerdanya"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Isòvol"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Lles de Cerdanya"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Llívia"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Meranges"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Montellà i Martinet"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Prats i Sansor"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Prullans"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Puigcerdà"|"408"|"8"|"306"|"8"
"L"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Riu de Cerdanya"|"0"|"0"|"0"|"0"
"G"|"ALT PIRINEU I ARAN"|"Cerdanya"|"Urús"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Barberà de la Conca"|"29"|"1"|"27"|"1"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Blancafort"|"22"|"1"|"27"|"1"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Conesa"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Espluga de Francolí, l'"|"217"|"4"|"151"|"4"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Forès"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Llorac"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Montblanc"|"200"|"3"|"346"|"5"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Passanant i Belltall"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Piles, les"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Pira"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Pontils"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Rocafort de Queralt"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Santa Coloma de Queralt"|"123"|"3"|"175"|"4"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Sarral"|"114"|"3"|"77"|"2"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Savallà del Comtat"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Senan"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Solivella"|"64"|"2"|"60"|"2"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Vallclara"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Vallfogona de Riucorb"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Vilanova de Prades"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Vilaverd"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Conca de Barberà"|"Vimbodí i Poblet"|"100"|"3"|"66"|"2"
"B"|"BARCELONA"|"Garraf"|"Canyelles"|"57"|"2"|"48"|"2"
"B"|"BARCELONA"|"Garraf"|"Cubelles"|"93"|"3"|"96"|"3"
"B"|"BARCELONA"|"Garraf"|"Olivella"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Garraf"|"Sant Pere de Ribes"|"2544"|"7"|"2760"|"8"
"B"|"BARCELONA"|"Garraf"|"Sitges"|"192"|"7"|"329"|"10"
"B"|"BARCELONA"|"Garraf"|"Vilanova i la Geltrú"|"987"|"16"|"979"|"21"
"L"|"LLEIDA"|"Garrigues"|"Albagés, l'"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Albi, l'"|"70"|"2"|"77"|"2"
"L"|"LLEIDA"|"Garrigues"|"Arbeca"|"85"|"3"|"104"|"3"
"L"|"LLEIDA"|"Garrigues"|"Bellaguarda"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Borges Blanques, les"|"302"|"5"|"409"|"5"
"L"|"LLEIDA"|"Garrigues"|"Bovera"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Castelldans"|"38"|"2"|"25"|"1"
"L"|"LLEIDA"|"Garrigues"|"Cervià de les Garrigues"|"6"|"1"|"9"|"1"
"L"|"LLEIDA"|"Garrigues"|"Cogul, el"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Espluga Calba, l'"|"19"|"1"|"21"|"1"
"L"|"LLEIDA"|"Garrigues"|"Floresta, la"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Fulleda"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Granadella, la"|"58"|"2"|"74"|"3"
"L"|"LLEIDA"|"Garrigues"|"Granyena de les Garrigues"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Juncosa"|"45"|"2"|"42"|"2"
"L"|"LLEIDA"|"Garrigues"|"Juneda"|"197"|"4"|"203"|"4"
"L"|"LLEIDA"|"Garrigues"|"Omellons, els"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Pobla de Cérvoles, la"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Puiggròs"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Soleràs, el"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Tarrés"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Torms, els"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Vilosell, el"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Garrigues"|"Vinaixa"|"43"|"2"|"41"|"2"
"G"|"GIRONA"|"Garrotxa"|"Argelaguer"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Besalú"|"257"|"6"|"315"|"6"
"G"|"GIRONA"|"Garrotxa"|"Beuda"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Castellfollit de la Roca"|"117"|"2"|"114"|"2"
"G"|"GIRONA"|"Garrotxa"|"Maià de Montcal"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Mieres"|"17"|"1"|"22"|"1"
"G"|"GIRONA"|"Garrotxa"|"Montagut i Oix"|"76"|"2"|"86"|"2"
"G"|"GIRONA"|"Garrotxa"|"Olot"|"2470"|"18"|"1392"|"21"
"G"|"GIRONA"|"Garrotxa"|"Planes d'Hostoles, les"|"90"|"2"|"124"|"2"
"G"|"GIRONA"|"Garrotxa"|"Preses, les"|"97"|"2"|"102"|"2"
"G"|"GIRONA"|"Garrotxa"|"Riudaura"|"22"|"1"|"26"|"1"
"G"|"GIRONA"|"Garrotxa"|"Sales de Llierca"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Sant Aniol de Finestres"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Sant Feliu de Pallerols"|"81"|"2"|"104"|"2"
"G"|"GIRONA"|"Garrotxa"|"Sant Ferriol"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Garrotxa"|"Sant Jaume de Llierca"|"79"|"2"|"96"|"2"
"G"|"GIRONA"|"Garrotxa"|"Sant Joan les Fonts"|"129"|"3"|"154"|"5"
"G"|"GIRONA"|"Garrotxa"|"Santa Pau"|"91"|"2"|"64"|"2"
"G"|"GIRONA"|"Garrotxa"|"Tortellà"|"41"|"2"|"55"|"2"
"G"|"GIRONA"|"Garrotxa"|"Vall de Bianya, la"|"115"|"3"|"98"|"3"
"G"|"GIRONA"|"Garrotxa"|"Vall d'en Bas, la"|"86"|"3"|"180"|"4"
"G"|"GIRONA"|"Gironès"|"Aiguaviva"|"39"|"2"|"48"|"2"
"G"|"GIRONA"|"Gironès"|"Bescanó"|"341"|"4"|"162"|"3"
"G"|"GIRONA"|"Gironès"|"Bordils"|"74"|"2"|"66"|"2"
"G"|"GIRONA"|"Gironès"|"Campllong"|"40"|"2"|"49"|"2"
"G"|"GIRONA"|"Gironès"|"Canet d'Adri"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Cassà de la Selva"|"461"|"6"|"396"|"4"
"G"|"GIRONA"|"Gironès"|"Celrà"|"246"|"5"|"223"|"6"
"G"|"GIRONA"|"Gironès"|"Cervià de Ter"|"36"|"2"|"47"|"2"
"G"|"GIRONA"|"Gironès"|"Flaçà"|"63"|"2"|"70"|"2"
"G"|"GIRONA"|"Gironès"|"Fornells de la Selva"|"142"|"3"|"164"|"3"
"G"|"GIRONA"|"Gironès"|"Girona"|"5890"|"57"|"6358"|"69"
"G"|"GIRONA"|"Gironès"|"Juià"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Llagostera"|"430"|"6"|"523"|"5"
"G"|"GIRONA"|"Gironès"|"Llambilles"|"33"|"1"|"26"|"1"
"G"|"GIRONA"|"Gironès"|"Madremanya"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Quart"|"120"|"3"|"137"|"3"
"G"|"GIRONA"|"Gironès"|"Salt"|"570"|"13"|"658"|"11"
"G"|"GIRONA"|"Gironès"|"Sant Andreu Salou"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Sant Gregori"|"127"|"3"|"127"|"3"
"G"|"GIRONA"|"Gironès"|"Sant Joan de Mollet"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Sant Jordi Desvalls"|"57"|"2"|"53"|"2"
"G"|"GIRONA"|"Gironès"|"Sant Julià de Ramis"|"96"|"4"|"79"|"4"
"G"|"GIRONA"|"Gironès"|"Sant Martí de Llémena"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Sant Martí Vell"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Gironès"|"Sarrià de Ter"|"123"|"4"|"145"|"4"
"G"|"GIRONA"|"Gironès"|"Vilablareix"|"119"|"3"|"127"|"3"
"G"|"GIRONA"|"Gironès"|"Viladasens"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Maresme"|"Alella"|"141"|"5"|"150"|"6"
"B"|"BARCELONA"|"Maresme"|"Arenys de Mar"|"371"|"11"|"324"|"10"
"B"|"BARCELONA"|"Maresme"|"Arenys de Munt"|"289"|"9"|"549"|"11"
"B"|"BARCELONA"|"Maresme"|"Argentona"|"366"|"12"|"382"|"17"
"B"|"BARCELONA"|"Maresme"|"Cabrera de Mar"|"66"|"2"|"68"|"3"
"B"|"BARCELONA"|"Maresme"|"Cabrils"|"48"|"2"|"82"|"3"
"B"|"BARCELONA"|"Maresme"|"Caldes d'Estrac"|"56"|"3"|"68"|"3"
"B"|"BARCELONA"|"Maresme"|"Calella"|"614"|"10"|"518"|"10"
"B"|"BARCELONA"|"Maresme"|"Canet de Mar"|"308"|"10"|"386"|"12"
"B"|"BARCELONA"|"Maresme"|"Dosrius"|"66"|"3"|"97"|"3"
"B"|"BARCELONA"|"Maresme"|"Malgrat de Mar"|"577"|"10"|"532"|"10"
"B"|"BARCELONA"|"Maresme"|"Masnou, el"|"252"|"10"|"223"|"10"
"B"|"BARCELONA"|"Maresme"|"Mataró"|"2861"|"94"|"2841"|"99"
"B"|"BARCELONA"|"Maresme"|"Montgat"|"120"|"4"|"131"|"5"
"B"|"BARCELONA"|"Maresme"|"Òrrius"|"17"|"1"|"14"|"1"
"B"|"BARCELONA"|"Maresme"|"Palafolls"|"290"|"8"|"231"|"7"
"B"|"BARCELONA"|"Maresme"|"Pineda de Mar"|"667"|"15"|"704"|"16"
"B"|"BARCELONA"|"Maresme"|"Premià de Dalt"|"92"|"3"|"81"|"3"
"B"|"BARCELONA"|"Maresme"|"Premià de Mar"|"642"|"15"|"700"|"17"
"B"|"BARCELONA"|"Maresme"|"Sant Andreu de Llavaneres"|"134"|"3"|"131"|"3"
"B"|"BARCELONA"|"Maresme"|"Sant Cebrià de Vallalta"|"54"|"2"|"47"|"2"
"B"|"BARCELONA"|"Maresme"|"Sant Iscle de Vallalta"|"41"|"2"|"49"|"2"
"B"|"BARCELONA"|"Maresme"|"Sant Pol de Mar"|"108"|"4"|"124"|"4"
"B"|"BARCELONA"|"Maresme"|"Sant Vicenç de Montalt"|"120"|"3"|"159"|"4"
"B"|"BARCELONA"|"Maresme"|"Santa Susanna"|"95"|"4"|"112"|"4"
"B"|"BARCELONA"|"Maresme"|"Teià"|"90"|"3"|"100"|"3"
"B"|"BARCELONA"|"Maresme"|"Tiana"|"142"|"4"|"122"|"4"
"B"|"BARCELONA"|"Maresme"|"Tordera"|"608"|"12"|"456"|"16"
"B"|"BARCELONA"|"Maresme"|"Vilassar de Dalt"|"117"|"4"|"120"|"4"
"B"|"BARCELONA"|"Maresme"|"Vilassar de Mar"|"420"|"16"|"489"|"18"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Alcanar"|"239"|"3"|"292"|"4"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Amposta"|"502"|"12"|"789"|"13"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Freginals"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Galera, la"|"68"|"2"|"73"|"2"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Godall"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Mas de Barberans"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Masdenverge"|"76"|"2"|"69"|"2"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Sant Carles de la Ràpita"|"731"|"5"|"531"|"6"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Sant Jaume d'Enveja"|"126"|"3"|"136"|"4"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Santa Bàrbara"|"179"|"3"|"203"|"3"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Sénia, la"|"165"|"2"|"252"|"3"
"T"|"TERRES DE L'EBRE"|"Montsià"|"Ulldecona"|"142"|"3"|"221"|"4"
"L"|"LLEIDA"|"Noguera"|"Àger"|"51"|"2"|"37"|"2"
"L"|"LLEIDA"|"Noguera"|"Albesa"|"88"|"3"|"85"|"3"
"L"|"LLEIDA"|"Noguera"|"Algerri"|"24"|"1"|"16"|"1"
"L"|"LLEIDA"|"Noguera"|"Alòs de Balaguer"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Noguera"|"Artesa de Segre"|"194"|"3"|"194"|"3"
"L"|"LLEIDA"|"Noguera"|"Avellanes i Santa Linya, les"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Noguera"|"Balaguer"|"775"|"10"|"808"|"10"
"L"|"LLEIDA"|"Noguera"|"Baronia de Rialb, la"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Noguera"|"Bellcaire d'Urgell"|"75"|"3"|"90"|"3"
"L"|"LLEIDA"|"Noguera"|"Bellmunt d'Urgell"|"0"|"0"|"0"|"0"
"L"|"LLEIDA"|"Noguera"|"Cabanabona"|"0"|"0"|"0"|"0"
